timestamp,trunk_angle,knee_angle,arm_swing_angle,distance_cm,vertical_oscillation,left_hip_ankle_angle,right_hip_ankle_angle,cadence
0.6700146198272705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.891129732131958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9607303142547607,0.0,0.0,19.505116506012,0.0,0.0,0.0,0.0,0
1.0221376419067383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.085723876953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1613972187042236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.2345232963562012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.3049771785736084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.3765943050384521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.4404730796813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.50319242477417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.5666053295135498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6399011611938477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.7013263702392578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.764775037765503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.8390529155731201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.9003770351409912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.008460760116577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0615456104278564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.113407850265503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.1769471168518066,0.0,0.0,21.48416016587837,0.0,0.0,0.0,0.0,0
2.240293264389038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.302401065826416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.3558478355407715,0.0,0.0,22.458488039939244,0.0,0.0,0.0,0.0,0
2.419358491897583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.4828360080718994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.545687675476074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.6083128452301025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.671288013458252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.733774185180664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.796776056289673,-8.483145419236326,0.0,0.0,183.33870029857476,0.0,0.0,0.0,0
2.860344409942627,-9.467707596337146,0.0,0.0,174.6653154609896,0.0,0.0,0.0,0
2.9230828285217285,-9.150138245338995,0.0,20.821807041327936,176.2354873199177,0.0,0.0,0.0,0
2.9858498573303223,-9.108123157221298,0.0,13.652369510271246,180.56354269428715,0.0,0.0,0.0,0
3.049840211868286,0.0,0.0,10.648827200998086,0.0,0.0,0.0,0.0,0
3.112947463989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.1763463020324707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.239184856414795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.3031492233276367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.366305112838745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.4300265312194824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.4932711124420166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.561141014099121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.6248390674591064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.6878502368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.750981092453003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.8143815994262695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.8777918815612793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.931816816329956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.9945738315582275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
