timestamp,trunk_angle,knee_angle,arm_swing_angle,distance_cm,vertical_oscillation,left_hip_ankle_angle,right_hip_ankle_angle,total_step_count,steps_per_minutefps,elapsed_time
0.658402681350708,0.0,0.0,28.714612830546223,0.0,0.0,0.0,0.0,0,0.0,0,0.0
0.9031662940979004,0.0,0.0,29.592775856639182,0.0,0.0,0.0,0.0,0,0.0,8.171149206176038,0.24476361274719238
0.956843376159668,0.0,0.0,30.034226637110166,0.0,0.0,0.0,0.0,0,0.0,10.052248410426674,0.29844069480895996
1.001521348953247,0.0,0.0,30.15680393602379,0.0,0.0,0.0,0.0,0,0.0,11.657774343637607,0.34311866760253906
1.0509002208709717,0.0,0.0,30.28282958957036,0.0,0.0,0.0,0.0,0,0.0,12.738933360222664,0.39249753952026367
1.1003949642181396,0.0,0.0,30.49545349524503,0.0,0.0,0.0,0.0,0,0.0,13.57489764544057,0.44199228286743164
1.158423662185669,0.0,0.0,30.588187195387757,0.0,0.0,0.0,0.0,0,0.0,13.999412561271004,0.5000209808349609
1.2234864234924316,0.0,0.0,30.545088123992944,0.0,0.0,0.0,0.0,0,0.0,14.157193710226387,0.5650837421417236
1.280909776687622,0.0,0.0,30.620329437937386,0.0,0.0,0.0,0.0,0,0.0,14.457666534915573,0.6225070953369141
1.3397722244262695,0.0,0.0,30.45339486802739,0.0,0.0,0.0,0.0,0,0.0,14.676323738895142,0.6813695430755615
1.4048748016357422,0.0,0.0,30.962757892564287,0.0,0.0,0.0,0.0,0,0.0,14.73598236435105,0.7464721202850342
1.4708061218261719,0.0,0.0,31.066816285983098,0.0,0.0,0.0,0.0,0,0.0,14.770986190035002,0.8124034404754639
1.5328128337860107,0.0,0.0,30.702166282352426,0.0,0.0,0.0,0.0,0,0.0,14.86716498406835,0.8744101524353027
1.5970101356506348,0.0,0.0,30.872449257174438,0.0,0.0,0.0,0.0,0,0.0,14.915713630723392,0.9386074542999268
1.6627557277679443,0.0,0.0,30.160051619133377,0.0,0.0,0.0,0.0,0,0.0,14.934987307011742,1.0043530464172363
1.7280457019805908,0.0,0.0,27.471734618528153,0.0,0.0,0.0,0.0,0,0.0,14.958261486694925,1.0696430206298828
1.7921278476715088,0.0,0.0,27.65553156124305,0.0,0.0,0.0,0.0,0,0.0,14.994815767536425,1.1337251663208008
1.8565399646759033,0.0,0.0,28.732807044484414,0.0,0.0,0.0,0.0,0,0.0,15.023320157473545,1.1981372833251953
1.9215483665466309,0.0,0.0,29.228655668589298,0.0,0.0,0.0,0.0,0,0.0,15.041812059115703,1.2631456851959229
1.9875082969665527,0.0,0.0,28.785101601870664,0.0,0.0,0.0,0.0,0,0.0,15.047713112500052,1.3291056156158447
2.0529677867889404,0.0,0.0,28.312539827314765,0.0,0.0,0.0,0.0,0,0.0,15.058457950875585,1.3945651054382324
2.1184191703796387,0.0,0.0,28.1488743427983,0.0,0.0,0.0,0.0,0,0.0,15.068322971223692,1.4600164890289307
2.1842896938323975,0.0,0.0,27.10412923532151,0.0,0.0,0.0,0.0,0,0.0,15.073199923625406,1.5258870124816895
2.249581813812256,0.0,0.0,27.24552434724393,0.0,0.0,0.0,0.0,0,0.0,15.083154065043635,1.5911791324615479
2.313998222351074,0.0,0.0,27.437158104912086,0.0,0.0,0.0,0.0,0,0.0,15.1003064340788,1.6555955410003662
2.378887414932251,0.0,0.0,27.828966011249683,0.0,0.0,0.0,0.0,0,0.0,15.112020172289265,1.720484733581543
2.443617343902588,0.0,0.0,28.39819371507802,0.0,0.0,0.0,0.0,0,0.0,15.124231593193828,1.7852146625518799
2.5086843967437744,0.0,0.0,28.748789585924367,0.0,0.0,0.0,0.0,0,0.0,15.132830728996202,1.8502817153930664
2.5745179653167725,0.0,0.0,28.848849787783838,0.0,0.0,0.0,0.0,0,0.0,15.134788727312092,1.9161152839660645
2.639920234680176,0.0,0.0,28.181711586567303,0.0,0.0,0.0,0.0,0,0.0,15.139911301614337,1.9815175533294678
2.7050766944885254,0.4946763727343654,0.0,27.880464528389048,139.1656144759971,0.0,0.0,0.0,0,0.0,16.64899652807181,2.0466740131378174
2.7706663608551025,0.17443707683639517,0.0,26.29062528243584,155.09868515181248,0.0,0.0,0.0,0,0.0,16.539651472680728,2.1122636795043945
2.8358283042907715,0.23273052193757576,0.0,25.881729336884774,156.91557631211754,0.0,0.0,0.0,0,0.0,16.354950796378464,2.1774256229400635
2.901095390319824,0.3021540328950712,0.0,25.8406072560068,159.10209200866825,0.0,0.0,0.0,0,0.0,16.21450563452535,2.242692708969116
2.966489315032959,0.3133126915202754,0.0,25.9049120406848,161.15527344284732,0.0,0.0,0.0,0,0.0,16.07635754692718,2.308086633682251
3.030129909515381,0.6019663102393409,0.0,24.914106816399492,159.2509081041727,0.9124054617449036,0.0,0.0,0,0.0,16.028156150464206,2.371727228164673
3.094263792037964,0.6876144977947507,0.0,24.614789474319867,154.9798147806329,0.8879348391129073,0.0,0.0,0,0.0,16.03611445402721,2.435861110687256
3.160170555114746,0.5019665921292724,0.0,27.11688918920611,152.40856771411967,0.8732032442045279,0.0,0.0,0,0.0,15.963723792026862,2.501767873764038
3.2255101203918457,1.168611166456814,0.0,27.05443890987647,153.83495656896483,0.8813755365777773,0.0,0.0,0,0.0,15.908891720415236,2.5671074390411377
3.291276693344116,1.6348939529244841,0.0,27.474816003985648,151.6496559890704,0.8688551672537562,0.0,0.0,0,0.0,15.903291939996535,2.632874011993408
