timestamp,trunk_angle,knee_angle,arm_swing_angle,distance_cm,vertical_oscillation,left_hip_ankle_angle,right_hip_ankle_angle,cadence
0.6525421142578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8513708114624023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9212179183959961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9846518039703369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.050077199935913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1216211318969727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1860413551330566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.2500970363616943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.310230016708374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.3721508979797363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.4473145008087158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.5226600170135498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6065735816955566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.681420087814331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.7550373077392578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.830418348312378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.9123611450195312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0025031566619873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.076545476913452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.160449504852295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.232637882232666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.307533025741577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.381190299987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.4545986652374268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.5282528400421143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.601386070251465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.6749377250671387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.752277135848999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.8266849517822266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.899251937866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.9716453552246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0471551418304443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.130239963531494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.215843915939331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.2902355194091797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.371978998184204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.446376323699951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.5178539752960205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.5914804935455322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.682522773742676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.7511746883392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.8243801593780518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
