timestamp,trunk_angle,knee_angle,arm_swing_angle,distance_cm,vertical_oscillation,left_hip_ankle_angle,right_hip_ankle_angle,cadence,fps
0.694082498550415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.816077470779419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.394118244854248
0.8529262542724609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.886483679280257
0.896704912185669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.74115266043819
0.9396450519561768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.361410690082373
0.9814794063568115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.8770513426744
1.0242204666137695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.20325644779118
1.0672709941864014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.436888043310212
1.1087043285369873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.706527126879617
1.1519908905029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.83842920493365
1.193927526473999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.00682088545587
1.2348899841308594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.18904197881155
1.2672579288482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.680665138148942
1.3095424175262451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.74721646097932
1.3462255001068115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.00109019678381
1.3849587440490723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.158995701830218
1.424328088760376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.279839314212282
1.46742844581604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.27548241979401
1.5089261531829834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.31735651616203
1.5517692565917969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.31853653153292
1.6034245491027832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.093620257903854
1.6460630893707275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.10971485357996
1.688904047012329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.119724372235527
1.732884407043457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.10353860902707
1.7829563617706299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.95950049353327
1.8316278457641602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.856231677869623
1.881401538848877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.740307435154822
1.9308724403381348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.639252676592246
1.9806957244873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.53979627706897
2.0310001373291016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.439677007632184
2.080303192138672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.729939593180408
2.129835844039917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.494224055019775
2.163853883743286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.675195792585544
2.2133467197418213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.553396182762004
2.2630763053894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.408296339235335
2.313389301300049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.270807665235356
2.3632500171661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.14852282950036
2.4128196239471436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.004101022037876
2.447098970413208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.16408990520569
2.4808332920074463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.31173020082354
2.514665365219116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.441613616984494
2.5486395359039307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.412229295949913
2.5823159217834473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.57057237572538
2.616434097290039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.6181679658971
2.6506850719451904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.70180610042757
2.7001149654388428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.514899352237826
2.7499399185180664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.391603614114477
2.7994296550750732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.24674048231181
2.8489480018615723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.127113444771155
2.8992791175842285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.150746024807145
2.9487144947052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.029952508512523
2.9980413913726807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.915853809561966
3.047494888305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.820447902709454
3.097134590148926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.827953889496545
3.146486520767212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.81614029730638
3.1959688663482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.8211970375583
3.245743751525879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.815921029488827
3.295114755630493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.8237717875312
3.344777822494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.834913653007423
3.3944525718688965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.828455016398937
3.4439475536346436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.82910941357644
3.4932284355163574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.567003377631302
3.5426158905029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.568792431124166
3.5767741203308105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.83630197050915
3.626497983932495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.84654758344731
3.676238536834717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.848638469110544
3.7256991863250732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.85053470225634
3.7798526287078857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.509786270920042
3.829312324523926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.247286963012808
3.8795268535614014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.9802523964809
3.9291162490844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.731623368627247
3.9792795181274414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.47514801281384
4.028637170791626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.24340370228368
4.077876329421997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.020308135181757
4.1274659633636475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.01795567006039
4.179062366485596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.991903137946945
4.22849440574646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.99275066850942
4.278421401977539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.98674938447
4.327877998352051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.999596460467647
4.3774144649505615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.99811060739917
4.426910638809204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.9956229751755
4.4767234325408936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.99034484093151
4.526306629180908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.991174736611715
4.5758843421936035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.987859048269076
4.609946012496948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.216750271892625
4.644089937210083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.453914851078988
4.69430685043335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.440944464617594
4.744066953659058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.4394576016128
4.793946027755737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.436327461059395
4.843381643295288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.437236824261472
4.893287420272827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.427668638702595
4.943025588989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.42230236796156
4.992876291275024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.184912088650293
5.042311668395996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.189228730592472
5.092413902282715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.183817154247482
5.126216173171997,0.0,0.0,30.125431426084415,0.0,0.0,0.0,0.0,0,21.420661285616376
5.175945281982422,0.0,0.0,30.949348723157687,0.0,0.0,0.0,0.0,0,21.488545140349377
5.225804090499878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.48240378562791
5.275564670562744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.4893892089824
5.325339317321777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.486537991292625
5.377431631088257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.456892795784647
5.426773548126221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.457134286994204
5.476563215255737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.448688983823114
5.526357412338257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.44555249228957
5.576057195663452,0.0,0.0,43.095244453381305,0.0,0.0,0.0,0.0,0,21.474667889540623
5.625686407089233,0.0,0.0,39.20458692231591,0.0,0.0,0.0,0.0,0,21.471637377803805
5.6755051612854,0.0,0.0,38.10798170196329,0.0,0.0,0.0,0.0,0,21.473300938565416
5.724830865859985,0.0,0.0,40.859537302322934,0.0,0.0,0.0,0.0,0,21.475312945609886
5.774846792221069,0.0,0.0,43.62345848605738,0.0,0.0,0.0,0.0,0,21.46794475450313
5.82437801361084,0.0,0.0,45.60027523792391,0.0,0.0,0.0,0.0,0,21.467406353052333
5.858588218688965,0.0,0.0,46.828686284212736,0.0,0.0,0.0,0.0,0,21.70979411352147
5.907931327819824,0.0,0.0,50.81623317444912,0.0,0.0,0.0,0.0,0,21.713566665067574
5.957708358764648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.71043464307713
6.00684928894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.476075334564367
6.05657958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.239093641545125
6.089916467666626,0.0,0.0,68.25861066344449,0.0,0.0,0.0,0.0,0,21.495982565291747
6.12349796295166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.748097438656647
6.1573100090026855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.004395313833697
6.206526756286621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.007928366604315
6.2558863162994385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.016750554753205
6.290339946746826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.266518446319495
6.324454307556152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.529660022313166
6.374230861663818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.523888950346855
6.423516273498535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.537710583896107
6.457780361175537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.529893992553248
6.507396221160889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.531810311021022
6.556964159011841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.536733717933334
6.6061928272247314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.54574266281722
6.655696630477905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.550332683802267
6.705096006393433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.596072138415423
6.754573822021484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.593759460518374
6.788865804672241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.860581272905254
6.838244438171387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.86782276922674
6.888002395629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.866808766682954
6.922271490097046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.137702564343968
6.956717252731323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.41532693946343
6.9941725730896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.634297864107943
7.028341054916382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.933097177080672
7.062420129776001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.2318089249864
7.096463680267334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.23507124193908
7.146136045455933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.22862679547357
7.195935010910034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.22819759857468
7.245584011077881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.21826034571361
7.295651197433472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.211675754847516
7.344967842102051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.90340396503312
7.394589900970459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.601754603809244
7.444230556488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.31146243536179
