timestamp,trunk_angle,knee_angle,arm_swing_angle,distance_cm,vertical_oscillation,left_hip_ankle_angle,right_hip_ankle_angle,cadence
0.6801548004150391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9745151996612549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.1470952033996582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.2304155826568604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.3118150234222412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.3737590312957764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.431800127029419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.5006842613220215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.570321798324585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6315405368804932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6942343711853027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.7569315433502197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.838841199874878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.92167329788208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0032739639282227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.092944860458374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.1753756999969482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.247952461242676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.321103096008301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.394106149673462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.4669952392578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.5395267009735107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.6128623485565186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.6941187381744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.7768285274505615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.869354248046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.9517440795898438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0251567363739014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.1078460216522217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.1815097332000732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.2543580532073975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.3273704051971436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.409351348876953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.481186628341675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.553002119064331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.6260879039764404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.698489189147949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.7708864212036133,0.0,0.0,16.71295857781007,0.0,0.0,0.0,0.0,0
3.8435914516448975,0.0,0.0,14.993094579194803,0.0,0.0,0.0,0.0,0
3.9167966842651367,0.0,0.0,14.433939657087139,0.0,0.0,0.0,0.0,0
3.9894320964813232,-2.0376353490570875,0.0,0.0,236.70915394681123,0.0,0.0,0.0,0
4.062358856201172,1.8883795645404167,0.0,0.0,227.966129272634,0.0,0.0,0.0,0
4.145771741867065,-1.1636357942645246,0.0,0.0,201.77029563434334,0.0,0.0,0.0,0
4.228095531463623,-3.1810136658495742,0.0,0.0,202.30452915209761,0.0,0.0,0.0,0
4.312411785125732,-3.7817597970963313,0.0,0.0,204.87399708402145,0.0,0.0,0.0,0
4.385546922683716,-4.180889617691992,0.0,0.0,206.7697777629604,1.122782102088866,0.0,0.0,0
4.469592571258545,-5.618147332523491,0.0,0.0,206.8868067297938,1.7686581989674495,0.0,0.0,0
4.564047574996948,-5.694632029706018,0.0,0.0,204.46716332209996,2.5633845762460212,0.0,0.0,0
4.637619495391846,-4.615598688400985,0.0,13.83812968328855,188.0983201992864,3.730394458830159,0.0,0.0,0
4.7122416496276855,-3.9882284120541627,0.0,13.717797911277716,189.0754572961497,4.526193942498689,0.0,0.0,0
4.786190509796143,-3.885633101712784,0.0,14.744959036218221,190.36116811402934,4.028739548902661,0.0,0.0,0
4.859753847122192,-5.695768541398958,0.0,14.359772737594582,199.82569089947816,4.240209943155734,0.0,0.0,0
4.929814100265503,-6.452096887581219,0.0,14.219567848679997,194.84082347083245,3.957015264220605,0.0,0.0,0
